sessionId	categorys	items
55137	0,0,0	3205,3242,1817
55138	0,0	1393,31
55143	0,0,0,0	3092,170,128,3092
55146	2,2,2,2,2	3286,845,3144,883,3144
55149	0,0,0	199,73,199
55152	5,5,5,5,5,5	3056,383,4645,2631,226,3803
55155	2,2,2,2	2221,4582,3911,588
55156	2,2	253,254
55157	2,2	254,253
55161	2,2,2,2,2,2,2	3505,630,888,631,633,1593,3950
55162	2,2,2,2,2,2,2,2,2,2,2,2	1599,1268,2512,1595,2735,926,1593,5026,4010,1941,2249,1593
55165	6,6	3036,1345
55167	2,2,2,2	340,2297,2316,190
55168	6,2	1918,1940
55169	2,2	1062,18
55170	0,0,0	130,2091,3210
55171	2,2	1476,1101
55172	2,2	2429,5315
55174	0,0,0,0,0	492,155,156,155,157
55175	0,0,0,0,0,0	188,785,116,199,785,188
55184	2,2,2,2,2,2,2,2	1763,1513,1763,1761,1763,1763,1762,1762
55186	8,8	365,3195
55187	2,2	366,852
55190	5,5	1343,650
55191	0,0	682,2865
55192	8,8,8,8,8,2	2832,2801,2832,2801,2832,3973
55195	1,1,1	3734,5292,3734
55199	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	74,116,439,188,73,134,50,128,171,1740,1739,3390,129,972,1118,738
55204	2,2,2	1216,1658,1655
55205	2,2,2,2	1978,3196,1978,3196
55206	2,2,2,2,2,2,2,2,2,2	729,1815,747,3043,1235,160,664,161,1920,1508
55207	0,0,0,0,0,0,0,0	74,73,30,73,188,199,73,785
55208	2,8,8,8,8,8	5291,1184,1183,4289,1183,4289
55209	2,2,2,2,2	254,253,1080,608,1554
55217	8,8	2302,1457
55219	2,2,2	5173,3554,2514
55221	0,0	199,785
55225	2,5	2421,4817
55230	4,4,4	178,223,176
55234	2,2	40,41
55235	2,7	179,539
55238	4,4,4,4,4,4,4,4,4	579,1282,1960,1283,580,1961,5314,3691,580
55241	2,2	3243,910
55248	5,5	1526,5171
55252	0,0,0	1016,2607,3658
55254	0,1,2,1,0,5,1	1932,554,1624,1274,2754,2690,2035
55255	0,0,0,0,0,0,0,0,0,0,0	128,129,3390,128,181,182,170,129,182,3242,129
55256	0,0,0,0	129,181,3242,3390
55258	0,0	715,778
55259	1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0	3263,2545,3460,3224,3653,3832,3434,3703,3402,3652,3875,3561,1779,528,1560,1154,4716,1119,1824,2646,715,2396,2646
55260	5,3	227,944
55262	2,2	3,371
55264	2,2,2,2,2	2988,4030,4854,4030,2988
55265	2,3,3,3	2964,1262,3901,3585
55268	2,2	4026,242
55270	0,0	3321,3473
55271	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	2137,838,2137,4126,4898,4126,4297,4874,4938,4875,2137,5253,4298,4865,3677,4551,3677,4552,4875,4126,4875,4126
55273	2,2,2,2,2,2,2,2,2,2,2,2,2	4875,2138,4874,4865,4178,4125,4126,4900,2138,4900,4875,4900,792
55274	0,0,0,1,1,0,0,0	2091,573,2091,3314,3272,126,3494,3494
55279	0,0	188,73
55280	6,6	3312,1221
55282	2,2	1813,3122
55283	2,6	2242,85
55287	2,2,2,2,2,2,2	4048,667,444,1043,1089,2323,1220
55289	0,0	439,785
55290	2,2,2	3361,3016,4241
55291	2,2,2,2,2,2,2	2967,3016,3361,5065,2966,3129,4241
55292	2,2,2,2	3129,4317,1901,4241
55295	4,4,4	4004,304,4004
55301	6,6,6,6	2575,833,2575,2246
55304	2,2	730,1835
55309	4,4,1	278,3851,2008
55312	8,8,8,8,8,8,8,8	1564,1457,1456,1792,4427,907,2410,2409
55314	2,2	5253,4126
55315	2,2,2,2,2	1477,1102,1103,1102,1477
55317	4,4,4	1206,370,304
55319	4,4	4203,4202
55322	0,0,0,0,0,2	129,3404,3242,3390,181,2419
55328	2,8	823,2896
55329	6,6	4363,2193
55332	2,0,0,0,0,0	1707,1817,165,3210,492,1406
55338	0,0	74,785
55345	5,5,5	1081,808,724
55351	2,2,2,2,2,2,2,2,2,5,8	702,1161,1624,1161,2744,1102,1823,432,4494,5265,5234
55353	2,2	160,160
55357	0,0	785,116
55358	2,2,2,2,2,6,8,8	3634,461,457,1971,461,3312,1347,2424
55359	5,5	449,1299
55360	5,5	4222,4221
55364	6,6,6,6	2272,330,2073,1301
55370	0,0,0	2091,573,1406
55379	0,0,0,0	778,1878,3138,114
55381	0,0,0	182,181,512
55389	5,5,5,5,5,5,5	2681,496,5283,496,5283,496,592
55393	2,2	1822,931
55397	0,0,0,0,0	1259,1258,2933,500,323
55398	2,2,2,2	888,630,445,3904
55403	0,0	2878,2612
55404	0,0	1648,315
55405	1,1,1,1,1,1,1,1	2358,1562,1561,4783,1494,3987,1495,1921
55407	2,2,2	688,1178,160
55413	1,1	3580,3091
55418	6,6,6,6,6,6	4728,1320,1318,1319,1318,4728
55419	6,6	85,324
55420	7,12,12,7,7,7,7,7	3214,2147,4302,5130,2171,1830,3074,5136
55422	12,12,12,12,7,7,7	1617,2147,5082,1703,2148,3502,3509
55426	5,5,5,5,5,5,5,5,5	5178,3333,5178,3333,5178,3333,2029,809,16
55428	0,0	116,74
55429	2,2,2	1989,94,1989
55440	6,12,12	2636,1605,1606
55441	6,6	4094,2280
55442	5,5	4598,5037
55443	2,5	168,16
55449	8,6	4725,858
55451	6,6,6,6,6,6,6,6,6,6	4340,2483,4747,2047,2497,2044,4921,4340,4773,112
55452	0,0,0,0,0,0	2250,3186,3910,2423,2899,3185
55456	1,1	5316,3606
55457	4,4,4	2127,3732,2129
55461	2,2	147,493
55463	8,8	60,2372
55467	0,0,0	399,682,399
55469	0,0,0	1406,3210,573
55472	5,5,5,5,2,5,5,5	1750,1465,591,388,2333,2135,2690,592
55483	0,0	785,74
55484	2,2	999,1552
55485	1,1	321,322
55486	0,0,0,0	51,50,492,122
55490	0,0,0	116,74,73
55495	0,0,0,0,0,0	130,182,181,3210,155,156
55499	0,0,0	945,130,490
55504	0,0	754,1406
55505	5,5,5	1630,1630,1630
55513	8,8	2727,3898
55517	2,2	311,24
55521	1,1,1	2008,3260,2008
55522	0,0,0,0,0,0	3471,2067,728,130,3205,51
55523	1,1	522,523
55525	5,5	2668,939
55526	2,2	2695,2891
55530	0,0,0,0,0,0,0,0,0,0,0,0,0,0	976,290,1270,977,3627,287,1919,1878,3862,3139,3775,1219,1572,3862
55534	0,0,0,2	123,2214,187,5191
55537	0,0	3870,3752
55538	2,2,2,2,2	2484,2511,4830,2024,2511
55541	2,2	4422,5296
55542	5,5,5,5	1807,2403,4786,2403
55544	0,0,0,0	199,188,199,439
55549	0,0,0,0,0,0	785,73,74,73,188,785
55550	5,5	383,1478
55551	2,2	434,1161
55552	8,8,8,8	942,2989,4131,2763
55555	2,2,2,3,0,2	161,594,160,4152,323,1216
55558	2,2	437,2342
55562	2,2,1,0,0,1,0,1,1	693,910,1869,2459,1524,4932,811,1869,4475
55563	12,12	1703,1617
55565	0,0,0	199,785,73
55566	0,0,0	31,46,397
55573	8,8	4789,4790
55575	5,5,5	1078,387,1819
55577	2,2	1017,893
55581	6,6,6,6	417,1905,417,2893
55583	0,0	63,1057
55584	2,2,2,2,2,2,2	48,852,18,48,47,367,48
55589	0,0	73,785
55593	0,0,0	681,682,681
55605	2,2,2,2	1620,1149,1620,1149
55609	4,4	2954,2111
55610	0,0,0,0	3390,3404,127,3404
55612	0,0,0,0	4974,1258,1260,3117
55614	6,6,6	3952,2051,2054
55615	5,5	4665,342
55619	0,0	1498,1499
55621	0,0,0	1406,3471,1165
55629	6,6,6,6,6	328,707,328,3489,1410
55632	0,0	128,181
55633	2,2	2322,542
55635	2,2,2	265,266,1407
55640	2,2	3003,3806
55648	0,0	3494,3404
55649	1,0,1,1,1,1	1398,80,1398,3264,3263,3264
55650	2,2,2,2	954,441,2436,4970
55651	2,2	180,441
55654	2,2,2,2,2	4346,4373,4426,4369,5317
55656	8,8	1027,687
55657	1,1	1418,775
55659	2,10	1902,5078
55660	7,7,7,7,7,2,2,2,2,2,2,2,2,6,2,2	5318,3558,5257,4662,1074,4758,1089,444,426,5013,1166,983,986,3945,441,954
55666	2,2	1337,235
55673	5,5,5,5	1587,3649,1587,3649
55676	8,1,1	3665,1712,3909
55681	0,0,0,0,0,0,0	785,199,2671,1938,3058,1154,1560
55685	0,0,0	188,754,3592
55690	8,8	60,1027
55694	6,0,0,5,5,5,5,5,5,5,5,5,5,5,2,2,2	1084,116,73,671,380,450,376,259,377,379,2011,383,1314,1309,3228,4925,504
55697	0,0,0	3647,3870,2607
55700	0,0	1244,3290
55702	1,1	322,321
55703	2,2,2	2220,1539,4470
55704	2,2,2	885,2915,885
55707	2,2	2346,1567
55711	0,0,0	73,74,199
55714	2,2,2	258,1947,587
55715	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	2513,3505,637,2513,3603,3989,3634,3604,765,3749,2740,369,2693,1594,1942,4011,4964
55718	0,0	1817,120
55723	0,1,0,0,0,0,1,1,0,0,1,0,0	120,891,51,1666,1484,3210,3263,3264,3205,728,137,1974,116
55726	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	3259,1442,2090,87,1439,148,552,211,2188,3259,1442,2090,87,1439,3259
55727	2,2	4165,1477
55729	2,2,2,2,2	1045,843,1045,1014,1045
55731	2,8,2,3,2,2,2,2	146,2832,427,3318,4686,4464,1624,4464
55733	5,5,5,5,5	496,383,226,383,226
55734	2,2	2509,2221
55737	5,5,5	1194,66,4347
55741	0,0,0,1,0	3205,3390,3205,3490,234
55743	1,1,1,1,2	33,523,521,523,2744
55749	5,5,5	230,5025,1917
55752	2,2,2	1760,1760,1759
55758	2,2	2092,5124
55760	2,2,2	248,264,242
55763	0,0,0,2	3404,1817,182,2461
55767	2,2,2	2146,4330,1380
55768	2,2	4153,2055
55769	2,2	159,148
55778	2,2	4018,1773
55781	0,0,0,0,0	129,128,170,182,129
55782	2,2	243,54
55783	0,0,0	116,785,116
55785	8,8	2086,1791
55787	5,5	4015,384
55792	2,2	875,993
55798	0,0	199,3592
55800	0,0	73,785
55802	2,2	1534,1536
55803	1,1,0,1	3657,4932,4109,1869
55804	2,2	2769,2829
55805	5,5	3464,3394
55812	0,0	74,439
55815	2,2,2,2,2,2,2,2,2,2,2,2	1825,3633,4848,3540,3541,4723,5003,561,4248,5132,5214,4658
55816	1,1,1,1,1,1,1,1,1,1	13,393,795,395,593,795,4472,395,4129,151
55820	0,0,0,0	126,120,490,1255
55822	2,2	145,552
55825	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	1275,1966,3164,1965,1415,4700,2626,2076,2075,5319,3481,2074,3589,2074,1966,2074,3589,2074
55830	0,0	126,130
55832	0,2,0	1524,2010,3698
55840	0,0,0,0,0	3404,3205,182,512,3404
55841	0,0,0,0,0,0,0,0,0,0,0,0,0	3390,199,3205,3404,3390,3242,170,128,182,3092,3354,129,3404
55842	2,2	729,1539
55846	4,5	277,4170
55847	1,1,1,1,2	2743,4129,3309,523,2628
55849	1,1,1	3697,2545,3271
55850	2,2	999,518
55852	2,2,2	1443,2518,2669
55854	5,5	555,556
55866	2,2	507,1399
55869	5,5,5,5,5,5	671,376,226,450,383,450
55874	8,8,8	1559,3860,1559
55884	5,5	4598,1338
55885	2,2	1900,3337
55888	0,0,0,5,5,5,5,5,5,5	1522,1182,1392,3315,876,1721,876,1723,877,5064
55889	5,5,5,5,5,5,5	5064,1721,876,1721,877,1721,877
55892	4,4,4,4,4	3778,4518,3778,4518,3778
55895	7,7,7,7	4721,4499,4721,4499
55903	2,2,2,2,2,2	1337,507,286,264,507,2237
55914	0,0,0,0,0,0,0,0,0,0,0,0,0,0	191,1778,971,32,2480,4814,1936,974,641,1785,516,26,1937,1935
55923	2,2,2,2,2,2	691,5,168,2698,345,2698
55924	0,0	199,3592
55934	5,0,1,0,0,0	4586,3210,137,130,1817,3205
55936	0,2	586,355
55937	2,2,2	638,1593,638
55938	2,2,2,2,2	638,926,638,2106,2528
55939	2,2	180,1989
55941	1,1	321,322
55942	0,0	30,3592
55943	2,2,2	2462,5048,2462
55944	7,7	3608,3252
55952	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3210,2959,156,157,155,157,2067,3471,890,119,3266,400,648,126,122
55953	0,0,0,0,0,0,0,0,0	10,122,1254,126,1949,3210,2067,890,116
55955	2,2,2,2,2,2,2	190,45,190,1657,190,45,190
55959	5,5	1430,1246
55960	5,5,5	4284,4285,4909
55964	6,6,6	3447,3856,3915
55966	7,7,7	2151,3381,3381
55967	2,2	1380,1123
55974	1,1,1	923,4056,4229
55976	0,0,0	512,181,3205
55977	0,0,0	512,3205,181
55978	1,1	3271,3225
55984	2,2,2	1030,1707,235
55985	2,2,2	235,442,235
55990	1,1,1,1	3940,13,3940,151
55991	2,2,2	897,620,897
55992	0,0,0,0	4209,1573,1219,63
55993	2,2	1881,1624
56009	2,2	168,168
56013	0,0,0,0	3210,1406,2091,3210
56014	5,5,5,5,5	2039,679,3159,3762,679
56015	0,0	4609,2777
56020	0,0,0	2601,1015,2859
56024	5,5	1479,1478
56027	2,2	94,18
56030	0,0,0	74,785,116
56036	0,0	780,543
56040	8,8,8	2268,2134,2495
56041	6,6,6	1905,844,417
56043	0,2,2	1219,803,846
56052	2,2	1093,1094
56056	0,0,0	73,3592,74
56063	2,2	2559,4442
56065	8,2,4,2	4267,854,2705,854
56066	2,2,2,2,2,2	854,854,1399,4026,878,854
56068	2,2	3573,798
56071	1,1,1,1,1,1,1	736,33,3180,522,1340,33,3747
56074	5,5	2837,2192
56077	1,1,1,1,1,1,1,1,1,1,1,1,1	3314,2545,3807,1398,4873,649,4873,3314,1398,3697,649,4873,2545
56080	8,8,8	2763,2991,2474
56086	8,8	60,4134
56096	0,0,5,5	188,199,3032,2317
56097	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	600,4358,458,459,515,460,461,1665,647,1970,647,2338,3060,1048,1049,1971,646,600,4358,600
56098	1,1,1	149,550,2488
56101	2,2,2	1835,730,652
56103	2,2,2	1093,252,3121
56106	0,0,0,0,0,0	2214,946,1393,1862,1652,1862
56107	6,1,8,6	3324,4239,2330,3324
56108	0,4,6	1057,510,3324
56110	0,0	314,313
56111	0,0	63,681
56113	8,8	1590,2727
56116	0,0	50,133
56119	0,0	32,2340
56120	1,1	5138,996
56121	3,3	2919,2384
56122	2,2,2	180,2080,363
56130	0,0,0,0,0,0	1218,1219,810,2459,810,62
56133	5,5,5	389,4301,2869
56134	5,5	4301,389
56138	2,2,2,2,2,2,2	852,47,17,367,47,48,367
56139	2,2,2,2,2	47,48,18,48,367
56140	2,2,2	49,17,48
56145	2,2,2	264,240,266
56148	5,5,5,5,5	809,1278,809,4067,1278
56153	2,2,7,2,2	441,2436,3516,440,2436
56155	0,0,0,2	974,1787,977,2561
56156	8,8,8,8,8,8,8,8,8	2557,4729,3662,2041,4618,4557,4176,4729,4176
56166	4,4,4,4	4004,4548,2099,4004
56168	2,2,2,2,2	1881,1991,1130,5007,1134
56184	2,2,2,2	3426,2880,2879,3426
56186	2,2,2	4792,2938,4792
56195	2,2,8	664,663,4976
56200	8,8	216,4653
56207	2,2,2,2,2,2	147,552,1442,552,3259,211
56212	0,0	728,3234
56215	5,5,5	679,2600,1722
56216	5,5,5,5,5	679,383,1172,602,2837
56221	4,4,4	3850,656,2197
56222	0,0	3266,400
56223	6,6,6,6	605,2575,2246,605
56224	0,0,0	181,3205,492
56225	0,0,0	199,188,116
56226	0,0	188,199
56229	5,6	37,4673
56230	2,2,2,2	3403,1981,1951,1981
56237	2,2	2078,2784
56238	5,5	4001,1480
56243	8,8,8	907,1455,907
56246	0,0,0,0,0,0	122,682,661,3390,170,3404
56251	4,4,4,4	1283,1282,3691,578
56255	5,5,5,5	3803,671,679,226
56256	4,3	105,1316
56258	5,5,5	2540,193,1004
56259	2,2	4659,4316
56261	7,7	3073,3073
56263	5,0,0,0	4546,754,199,439
56264	2,5	1881,4546
56266	2,2,2,2,2,2,2	575,4760,575,4760,3675,575,1511
56267	8,8	60,687
56268	6,6,3,4,5,3	1323,1323,4836,3733,3389,4836
56269	8,8	3777,1027
56272	2,2,2,2	2188,2643,2188,1442
56274	5,5,5,5,5,5	3803,3056,226,1819,4611,3057
56280	0,0,0	3006,516,315
56287	1,0,0,0,0,1	3263,3205,182,3205,181,3264
56288	0,1,1,0,0,0,1,1,1,1,1	3205,2545,3807,181,128,181,3807,2545,3807,2545,3271
56289	1,1,0,0	3264,3780,3404,3205
56293	1,1,0,0	3703,3434,682,2865
56299	1,1	214,686
56309	0,0	3232,3450
56310	4,4,4	4325,5131,3020
56311	5,5,5,5,5,5	2745,2451,4021,2451,2673,2672
56312	2,2	3342,5095
56316	2,2	842,842
56319	8,8,8,8,8,8,8,8,8,8	2207,1457,4712,1791,2295,1457,2311,1792,1602,2086
56320	5,5,5,5,5	1819,590,387,1819,339
56321	5,5,5,5,5,5	2449,2574,2449,1227,2449,1226
56322	5,5	1224,1223
56328	2,2,2,2	40,3243,855,2739
56330	5,5	2468,2468
56334	5,5,5	384,382,384
56342	0,1,0,0,0,1,1	2725,3561,714,1572,1573,3561,3697
56345	1,1,1,1,1,1,1	522,3093,685,466,1135,2922,214
56346	5,5	556,556
56348	5,5,5,5,5,5	3761,1368,2819,2808,5113,2808
56350	4,2	3347,1102
56354	8,8,8	687,60,118
56355	2,2,2,2	732,1963,3262,437
56356	2,2	349,341
56359	6,2	5271,3639
56363	2,2	3228,3942
56364	5,5	3536,2566
56365	6,6,6,6	1911,1912,1911,1912
56366	4,4	303,510
56368	8,8	4869,1791
56381	0,0	735,2067
56382	2,2,2	48,19,48
56383	5,5	2401,5230
56384	2,2,2	23,161,24
56392	2,2,2,2,2,2,2,2	2753,1551,1553,1551,2753,1551,1552,1551
56394	0,0,0,0,0	3404,3390,120,122,126
56395	12,12,12,12,12,7,7,12,12,12,12,12,12,7,7,7,12	2251,2147,1605,1603,525,2253,2148,658,1612,1607,4302,1608,1607,3074,3502,2426,1614
56398	2,2,2	1551,608,254
56402	2,2,2,2	962,961,1024,265
56403	2,2,2,2,2	961,3552,244,54,371
56405	6,6,6	4392,4654,4392
56408	8,8	1183,1184
56409	0,0,0,0,0,1,0,1,1	128,170,3450,501,1666,3786,3234,3434,3871
56410	2,2	2549,790
56411	8,8,8	1347,468,4138
56417	6,6,6,6	3216,477,3216,477
56421	2,2,2,2	600,4358,458,459
56429	1,1,1,1,1,1,1,1,1	138,1419,3764,1419,2309,1419,1418,4942,1419
56438	0,0	199,785
56445	0,0	116,74
56451	2,2	1789,5196
56454	7,7,7	4819,1626,1625
56456	2,2	1102,2622
56458	2,2,2	244,245,371
56459	0,0,0	4224,1931,1422
56463	5,5	1877,2977
56476	5,5,5	1819,590,1819
56477	5,5,5,5	1819,590,1819,590
56478	5,5	2070,2515
56479	2,2	3885,2027
56487	0,0,0	32,2532,32
56489	0,2	188,3676
56497	2,2	5156,863
56503	0,0,0,0,0	130,3092,1817,130,3092
56504	1,1,1	1731,466,3397
56507	0,0	116,188
56509	1,1,1,1	4158,773,4158,3099
56516	6,5	2281,2505
56517	5,1	2505,549
56521	8,8	3662,2557
56523	0,0	1974,2214
56524	0,0,0,0,0,0	10,1245,10,945,1416,1974
56525	0,0,0,0,0,0,0,0,0,0	1974,1245,2214,10,8,3642,945,3673,4264,945
56526	2,2	719,211
56529	5,5,5,5,5,5,5,5	376,383,376,379,376,383,376,383
56534	0,2	682,161
56536	2,7,7	2464,5018,4499
56537	5,5,0,0,0	1481,1549,811,810,486
56540	0,0	182,128
56541	1,1,1	2064,1097,3044
56544	0,0,0,0,0,0	192,915,2255,1041,4028,1729
56545	5,5	4333,1098
56546	2,2	3361,1371
56547	4,4,4,4,4,4,4	2709,3644,3025,3644,3025,3025,3025
56550	1,1	1563,4260
56551	2,2,2	1874,1873,1874
56552	4,4	3975,2925
56556	6,6	2884,3447
56557	0,0,0,0,0,0,0	188,439,199,188,73,199,439
56560	8,8,8	687,4433,3495
56565	8,8,8,8	60,1027,687,822
56568	2,7,1	180,436,3871
56569	6,6	3423,1988
56571	2,2	4875,2714
56573	1,0	137,401
56576	0,0	2779,199
56580	0,0	188,116
56582	2,2,6	4521,2107,5091
56589	0,1	681,522
56590	2,2	5320,261
56591	2,2,2	564,2704,2704
56593	5,5,5,5,5,5,5,5,5,5,5	373,4180,1285,2341,558,991,1837,4546,4547,1944,1994
56595	5,5,5,5	756,1827,1828,756
56600	2,2,2,2,2,2,2,2,2,4,2,2,2	4460,1537,4460,1537,4934,575,1216,3162,719,1757,4637,2533,244
56601	2,2,2,2,2	1940,4826,1939,3080,3708
56603	0,0,0,0	281,283,2459,281
56604	2,2	220,221
56605	0,0	63,1057
56606	2,2,2	4754,1743,1744
56608	5,5	449,1172
56611	8,8,8	2556,4176,4557
56612	5,5	2808,4306
56614	0,0	785,199
56615	5,5,5	5321,5264,5321
56616	1,1	521,149
56619	5,5	2211,1310
56625	5,5	2505,2284
56630	5,5,5	342,807,724
56631	2,2	2432,552
56633	5,5,5	2164,2165,481
56637	1,1	3264,3780
56638	6,6	38,2632
56640	8,8,8,8	164,163,3783,162
56646	4,10,7	153,1821,4919
56647	8,8,8	2801,2832,2801
56652	6,6,6,6,6,6	1905,2483,417,844,1904,2483
56654	8,8,8	4312,5017,4312
56658	7,2,2	3558,5235,3386
56659	5,5,5	5354,1732,5199
56663	2,2,2	87,1273,964
56664	5,4	4928,224
56674	5,5,5	1805,4400,5045
56675	0,0	116,439
56676	0,0,0,0	396,282,3480,283
56679	2,2	254,253
56682	0,0,0	1651,1650,1859
56683	8,8	1800,3961
56684	8,8	687,822
56686	5,5,5,5,5,5	1228,651,1228,2450,1228,651
56693	2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2	1995,160,161,2316,4775,4590,2145,2297,341,349,2662,190,1048,1662,192,1041,288,1041,1995
56696	2,4	1657,2413
56699	2,2,2	4074,4075,4074
56700	0,0,0,0,0,0,0	199,3592,439,30,199,785,3592
56702	6,6	1987,3423
56707	5,5	1335,1335
56712	1,1,1,1	2593,2921,214,2908
56714	0,0	785,73
56716	0,0	463,1393
56717	6,6,6	2193,4363,2193
56724	0,0	492,2440
56728	2,2,2,2,2	244,371,54,1024,2675
56729	2,2,2	244,245,371
56733	6,2,2	1007,630,3830
56735	2,6,6	2760,4087,4086
56739	10,10,4,4,5,0	1821,704,1242,2452,1458,1422
56753	2,2,2	2969,2684,2969
56754	2,2,2,2	220,189,220,219
56762	2,2,2	4882,1134,1823
56763	2,2	745,161
56764	2,2	2026,3276
56767	5,5,5,5	383,5161,4994,5161
56772	8,8,2	2722,3302,4702
56776	8,8	2736,3690
56777	5,5,5,5,5	5322,3319,5322,2611,5322
56784	0,0	74,785
56788	7,7,12,7	5136,2426,1614,4449
56790	8,8	832,829
56794	2,2,2	161,39,594
56796	0,0	1393,29
56799	2,2	45,190
56800	2,2,2,2,2,2,2,2,2,2	1835,240,1835,652,653,1835,249,2237,1835,730
56802	2,2,2	2254,1835,264
56803	2,2,2,2,2,2	1835,853,2237,853,2237,1835
56806	0,0	1915,1878
56808	8,8	1184,4289
56815	5,5,5	3056,2615,4568
56823	2,2	250,241
56824	2,2,2	5134,2703,4171
56826	1,1	3264,3263
56828	1,1	1096,3044
56829	4,4,4	2109,1661,2109
56831	5,5,5,5,5,2,2,5,2	1466,4541,1466,1480,1466,428,733,1766,4002
56832	3,3,3	2157,936,205
56833	7,7,7	3183,3770,3183
56834	6,6	3821,2543
56838	2,2	5260,1668
56842	2,2,2,2,2,2,2	2484,4830,3123,2024,4432,547,2023
56844	2,2	507,264
56847	0,0,0,0	3232,3233,512,3233
56849	0,0,0	715,81,715
56851	0,0	3242,3205
56852	2,2,2,2,2,2,2	664,909,664,663,3243,664,3243
56855	8,8	60,943
56861	5,5,5,5	592,3150,591,1753
56863	0,1,0	3205,2545,399
56864	0,0	2091,573
56867	5,5	1688,1689
56875	6,5	605,1877
56880	0,2	73,22
56883	2,2,2,2,2	1449,1461,4339,1448,5368
56884	8,8,8,8,8	1027,60,687,1027,60
56885	4,4	4548,304
56891	6,0,0,0,6	4061,785,3592,785,4061
56892	0,0	1406,3210
56893	5,5	3295,2762
56895	1,1,1	13,3940,13
56896	4,4	152,153
56897	2,2	349,4754
56899	2,2	856,350
56924	2,2	147,189
56929	2,2,2	266,248,266
56930	8,8,8,8,8	4729,4176,2557,3662,4557
56936	5,5,5	1266,3614,1266
56944	0,0,0,0	2414,1864,1863,2414
56945	5,1	3846,3909
56946	8,8,8,8,8,8,8	2923,3966,4746,3966,4780,2923,3966
56952	2,2	1404,2007
56955	8,8	4895,4289
56958	5,5,5	5309,5308,5309
56966	0,0	1244,3210
56978	0,0,0,0,0,0,0	155,156,157,3471,156,1949,156
56986	10,2,2,5,5,5,5,5,8,7	5078,4171,4330,1819,2361,2790,5061,3204,4779,1705
56988	2,2,2,2	4478,1187,2345,4478
56989	2,2,2	4478,3537,4478
56992	4,4	3852,3169
56995	4,4,4,4,4,4,4,4,4,4	3169,3344,2111,2110,3170,2953,2954,1661,3170,2110
56996	4,4,4,4,4,4,4	3169,2109,3852,2109,3852,2721,3169
56999	1,1,1,1	3490,3314,3490,3314
57000	8,8	2794,4712
57002	5,5	1305,1307
57003	0,0	169,3493
57005	0,0	3092,130
57011	2,2	749,747
57012	2,2	3387,3386
57013	8,8,8	3637,2213,3776
57014	12,7,7,7	1610,4588,3383,3853
57015	6,6,6	86,3311,1983
57018	0,0,0,0,0,0,0,0,0	191,157,567,492,3266,401,169,122,120
57019	0,0	191,157
57020	0,0,0	2804,1482,3673
57032	6,6	2632,4673
57040	2,2,2	3043,1092,6
57041	2,2	2753,1355
57053	2,2,2,2	803,3293,3012,3292
57057	2,2,2,2,2	948,721,948,3362,949
57058	8,8	60,943
57060	2,2	2342,2879
57063	2,2	222,219
57066	5,5,5,6,6,6,6,6,6,6	4816,5108,4816,4654,1851,821,1851,4695,4654,821
57067	0,0,0,0,0	785,199,785,74,785
57068	1,1	920,919
57070	8,8	1564,1455
57078	0,0,0,0,0,0,2,2,8,8,8	62,1218,1572,63,1219,26,5323,1380,5232,4122,5177
57083	0,0,0,0,0	2613,486,811,979,3139
57091	5,5,5	3368,2911,3368
57103	4,4,4,4,4,4,4,4,4,4	2187,1948,1281,3733,880,3996,1280,3569,1570,1879
57105	0,0	682,778
57107	0,0,0	73,74,785
57112	2,2,2,2,2	54,961,2675,245,54
57115	0,0	972,3794
57117	2,2,2,2,2,2	41,39,40,160,346,40
57119	2,2,2,2,2	1235,160,664,911,39
57127	0,0,0	3205,128,129
57131	0,0,0	10,1484,945
57134	0,0,0,0,0,0,0,0,0,0,0,0	1219,51,181,182,52,3354,181,182,52,512,1219,1584
57136	2,2	1622,2744
57138	4,4	267,269
57139	8,8,8	4682,3514,4682
57142	0,0,0	2304,4876,3693
57143	12,12,12	1610,1616,1610
57144	2,2	846,2827
57145	8,8,8	613,615,613
57147	5,5,5	1266,1621,1266
57154	5,5	1039,4415
57157	5,5,5	2668,3065,3685
57158	8,8	687,822
57159	2,2,2	2982,2699,2982
57161	2,2,2	366,852,366
57166	0,0,0,0,0,0,0	288,1041,785,188,3592,73,74
57169	0,0	74,73
57176	6,6,6,6,6,6,6,6,6	2199,4242,4243,4242,2199,4242,2199,4242,2199
57179	2,2,2,2,2,2,2	879,235,879,235,879,266,235
57180	0,0,0,0,0,0,0,0,0,0	127,2091,3494,728,2440,3210,1259,500,234,127
57183	8,8,8	1487,2204,2723
57184	1,1,1,0,0,1,0	581,5049,1561,283,781,1059,2878
57185	6,6	1527,1007
57200	0,0	2754,516
57203	0,0,0	1406,3210,1406
